United Customhouse Brokers,,(310) 988-7000,(310) 988-7000
Williams Clarke Company,contact@WILLIAMSCLARKE.COM,(310) 834-6458,(310) 834-6458
Vandegrift Forwarding Company,,(562) 624-3000,(562) 624-3000
Universal Cargo,raymond@universalcargo.com,(310) 216-4024,(310) 216-4024
Vanguard Logistics Services USA,,(310) 847-3000,(310) 847-3000
UTC Overseas,,(310) 642-0551,(310) 642-0551
UPS Supply Chain Solutions,carol.crawford@ups.com,(310) 404-2764,(310) 630-6080
Western Overseas Corporation,,(562) 252-8600,(562) 252-8600
WHL Customs Broker Services,steven@whlchb.com,(310) 670-8339,(310) 670-8339
Yusen Logistics Americas,,(310) 782-0095,(310) 782-0095
World Customs Brokerage,penriquez@worldcustomsbrokerage.com,(310) 988-1515,(310) 988-1515
XPO GF America,,(310) 233-8043,(310) 233-8043
WTS Customs Brokerage Company,,(310) 337-2813,(310) 337-2813
World Exchange,info@worldexchangechb.com,(310) 670-5800,(310) 670-5800
company_name,email,phone_number,fax_number
A&A Action Customs Brokerage,cverduzco@aaacb.net,(310) 625-0751,(310) 370-2327
AG Customs Brokerage,,(650) 589-4090,(650) 589-4090
Agiloc International,,(415) 468-7108,(415) 468-7108
Advance Customs Brokers & Consulting,,(786) 476-0700,(786) 476-0700
Alba Wheels Up International,,(310) 410-8030,(310) 410-8030
Air Tiger Express USA,,(626) 363-0368,(626) 363-0368
Airport Customs Service,,(310) 410-0717,(310) 410-0717
Agility Logistics,,(310) 507-6700,(310) 507-6700
Albatrans,m.varela@albatrans.com,(323) 757-6070,(323) 757-6070
Alliance International,,(562) 240-2200,(562) 240-2200
American Cargo Care,,(310) 844-7869,(310) 844-7869
AMH Customs Consultants,,(949) 644-8000,(949) 644-8000
American Commercial Transport,,(310) 352-6402,(310) 352-6402
American Shipping Company,,(562) 435-2327,(562) 435-2327
American Lamprecht Transport,k.adler@lamprechtusa.com,(310) 645-4736,(310) 645-4736
AN Deringer,jtroisi@anderinger.com,(310) 885-9777,(310) 885-9777
AO Freight Corporation,,(310) 419-8833,(310) 419-8833
Aqua Air Enterprises,,(310) 215-0032,(310) 215-0032
Aquavian Freight,bruce@aquavian.net,(310) 645-5656,(310) 645-5576
Averitt Express,bramia@averittexpress.com,(901) 355-4787,(901) 355-4787
"ARC Air Logistics, Inc.",,(310) 549-3778,(310) 549-3778
"Benjamin L. England & Associates, LLC",contact@englandlawgroup.com,4102202800,443-583-1464
Aries Global Logistics,,(310) 341-2837,(310) 341-2837
Artemus Transportation Solutions,information@artemus.us,(757) 201-6811,(757) 201-6811
Avalon Risk Management,alanouette@avalonrisk.com,(310) 337-7050,(310) 337-7050
BGI Worldwide Logistics Inc.,info@bgiworldwide.com,(562) 597-5671,(562) 597-5671
Best Customs Service,info@bestcustomsservice.com,310-419-8792,310-419-8774
Binex Line Corporation,,(310) 567-1403,(310) 567-1403
Bruzzone Shipping,,(310) 216-7546,(310) 216-7546
Cars USA Shipping,,(310) 695-6403,(310) 695-6403
C&R Customs Brokers,candrchb@gmail.com,(310) 410-0610,(310) 410-9756
Cavalier International Air Freight,,(310) 680-2013,(310) 680-5544
C-Air International,eric@cairla.com,(310) 695-3400,(310) 641-0398
CBT International,TC@CBTINT.COM,(562) 983-7211,(562) 983-7215
Cal Cartage Customs Exam Station LLC,britni.grivetti@calcartage.com,310-518-3033,310-518-3032
Carmichael International Service,danielm@carmnet.com,(213) 353-0800,(213) 353-0800
CH Powell Company,jfpeterson@chpowell.com,(310) 900-0300,(310) 900-0307
CH Robinson International,oscar.palacios@chrobinson.com,(310) 515-7755,(310) 515-7755
Charles M Schayer & Company,langeles@schayer.com,(310) 641-3060,(310) 641-5134
City National Bank,,(213) 673-8712,(213) 673-8712
Clearfreight,sophiako@clearfreight.com,(310) 726-0400 x1139,(310) 726-0420
Coppersmith,,(310) 607-8000,(310) 607-8000
CSL Customs Express,info@cslexp.com,(310) 436-1368,(310) 436-1370
CTSI Logistics,,3103200818,3103200818
Custom Air Trucking,,(310) 241-6700,(310) 241-6700
Customs Clearance International,,(310) 322-3228,(310) 322-3228
Customs Confidential,,(310) 462-0629,(424) 266-9016
D&A Customs Services,,(310) 965-0010,(310) 965-0010
DGX - Dependable Global Express,gloria.serrano@dgxglobal.com,(310) 669-8888x1134,(310) 669-8888x1134
Dimerco Customs Brokerage Services Company,,(310) 606-8911,(310) 606-8911
DLS Worldwide,dloza@dls-ww.com,(909) 256-4325,(909) 256-4325
DK Express,kathyh@dkexpressinc.com,(310) 618-3700,(310) 618-3700
DSV Air & Sea,phoenix.cole@us.dsv.com,(310) 414-1516,(310) 414-1516
E.C. Ferrer CHB,ecferrer@ecferrer.com,(562) 422-6492,(562) 422-6492
Duncan & Son Lines,,5625055581,5625055581
Earth Customs,vanessa.palmer@earth-services.com,(310) 6642-6950,(310) 645-4595
Elm Customs Brokerage,estie@elmcustomsservice.com,(310) 618-6868,(310) 618-6886
ECX Global,,(310) 338-0050,(310) 338-0050
Embassy Freight USA,imports@embassyfreightusa.com,(310) 417-4909,(310) 417-4918
East-West Associates,peterw@2eastwest.com,(714) 690-3700,(714) 690-3701
Emo Trans Los Angeles,,(310) 641-8684,(310) 641-8684
Empire Worldwide Logistics,kquartarolo@empirewwl.com,310.364.5204,310.364.5201
ENJ International,jbyun@enjinternational.com,(714) 309-8134,562-926-7352
EWI,,(310) 417-9141,(310) 417-9141
Flegenheimer International,rflegenheimer@flegenheimer.com,310-322-4366,310-322-5206
Expeditors International Of Washington,steven.pasienski@expeditors.com,(310) 343-6200,(310) 343-6200
FCL Logistics,,(800) 455-7420,(310) 223-3450
Express Customs Service,,(310) 377-7114,(310) 377-7114
FDA Specialist,,(562) 882-4981,(562) 882-4981
Fujitrans USA,lynn@fujitransusa.com,(310) 830-5151,(310) 830-1078
Frontier Logistics Services,joon.rhee@frontier-logistics.com,(310) 604-8208,(310) 604-8208
Gene Y Taguchi,gene@gtchb.com,(310) 928-1570,(310) 928-1570
Global Fairways LLC,,310-532-9900,310-532-9902
"Gene Mack, US Customs Broker",,(714) 447-0371,(714) 447-0371
Global Pest Management,info@gpm-inc.com,(562) 997-9270,(562) 997-9280
Green Worldwide Shipping LLC,info@greenworldwide.com,310-988-1550,310-988-1551
Global Trade Logistics,,(650) 245-4230,(650) 245-4230
"Grunfeld, Desiderio, Lebowitz, Silverman & Klestadt",rwortman@gdlsk.com,(213) 624-1970,(213) 624-1970
HDS Freight Services of California,jtencza@hdsfreight.com,(970) 884-0885,970-884-4125
"Greitzer Brokers, Inc.",gbi@greitzerbrokers.com,(619) 661-6010,(619) 661-6016
Hankyu Hanshin Express USA,n.harasaki@us.hh-express.com,(310) 884-3700,(310) 884-3777
"Hahn International, Inc",victor.hahn@hahnintl.com,3102166691,(310) 216-1681
Hellmann Worldwide Logistics,,(310) 847-4600,(310) 847-4600
Hecny Brokerage Services,,(562) 616-7888,(562) 616-7888
Henry E Kloch & Company,,8182998026,8187534793
ILS,,(310) 671-8300,(310) 671-8300
Horizon International Cargo,oscar.woo@hicargo.com,(310) 297-9069,(310) 297-9079
International Bond and Marine Brokerage,bond@intlbondmarine.com,310-881-9434,2012899216
ITC-Diligence,,(626) 333-3822,(626) 333-3822
J&B Customhouse Broker,liwei@jbchb.com,(310) 670-5491,(310) 670-5491
Inter-Orient Services,jawana@interorientservices.com,(323) 263-1820,(323) 263-8805
IBC Customs Brokerage,,(310) 665-1752,(310) 665-1752
Interstate Personnel Services,,(310) 792-7331,(310) 792-7331
James J Boyle & Co,,323-263-8100,323-263-2098
James G Wiley Company,,(310) 641-6422,(310) 641-6422
James J Boyle & Company,,(323) 263-8100,(323) 263-8100
J&K Fresh,,(310) 419-8770,(310) 419-8770
JF Moran,tim@jfmoran.com,(310) 649-6209,(310) 649-6021
Janel Group,sboucher@janelgroup.com,(310) 670-7623,(310) 645-8424
John C McNulty Customs Broker,jm@johncmcnultychb.com,(562) 628-9700,(562) 628-9700
JAS Forwarding USA,ginger.shalkowski@jas.com,(310) 609-9330,(310) 609-9333
Junker & Nakachi,,(213) 458-2602,(213) 458-2602
JB Customs Brokers,,(424) 364-0000,(424) 364-0001
Janet Ujfalusi Customs Broker,janet@janetbroker.com,(562) 483-0584,(562) 483-0584
Ken Hamanaka Company,,(310) 216-4286,(310) 216-4286
Kuehne + Nagel,henry.yeh@kuehne-nagel.com,(310) 258-8155,(310) 641-9585
Juliana Lim CHB,juliana@jlimchb.com,(310) 417-7966,(310) 417-7966
Kyoko Victoria Thomas,,(310) 532-0080,(310) 532-0080
K Line Logistics (U.S.A.) Inc.,lax@us.klinelogistics.com,(310) 615-0555,(310) 324-3629
Lee Company Customs Broker,mylene@leecompanychb.com,(310) 417-6300,(310) 417-6300
Kintetsu World Express USA,www.kweusa.com,(310) 667-3264,(310) 639-7080
Laufer Group International,,(562) 661-4323,(562) 661-4323
Liberty Capital Management,,(949) 724-8848,(949) 724-8848
Logos Logistics,diane@logosllc.com,(562) 402-4800,(562) 402-4800
"Mainfreight, Inc.",mark.neumann@mainfreightusa.com,(310) 900-1974,(310) 861-1714
Mark F Samuels & Company,samuelsco@sbcglobal.net,(310) 216-3330,(310) 216-1353
Malca-Amit CHB,janise.lax@malca-amit.com,(310) 348-1430,(310) 348-1430
Master Customs Service,,(310) 670-8898,(310) 670-8898
ME Dey & Company,nicole@medey.com,(562) 435-8231,562-437-7585
Maruzen of America,,(310) 637-8874,(310) 637-8874
Masterpiece International,,(310) 643-7708,(310) 643-7708
"Meeks, Sheppard, Leo & Pillsbury",,(949) 719-2712,(949) 719-2712
MBC Brokers,info@mbcustoms.com,(310) 727-0705,(310) 643-0201
Mexamerica,,(619) 661-1078,(619) 661-1078
Medical Waste Services,,(562) 529-3700,(562) 529-3700
Minatoya Corporation,MINATOYA@MINATOYACORP.COM,(310) 727-1940,(310) 727-1945
Metro Customs Brokers,taustin@metrocb.com,310-216-9215,310-216-7883
MIQ Logistics,janice.akahiji@miq.com,(310) 527-2104,(310) 527-2104
Micom CHB,sales@micomchb.com,(310) 649-7382,(310) 649-2771
Mid-America Overseas,,(310) 735-0320,(310) 735-0320
Mitchell Silberberg & Knupp,skr@msk.com,(310) 312-3206,(310) 312-3206
NDA Worldwide Logistics Corporation,norman@ndaworldwide.com,(310) 536-0202,(310) 536-0202
NF Stroth & Associates,,(310) 416-1069,(310) 416-1069
MOL Logistics,,(310) 787-8351,(310) 787-8351
MKC Customs Brokers International,MIKEC@MKCCHB.COM,(310) 674-7100,(310) 674-7101
Nankai Transport International USA,lax.imp@nankaiusa.com,310 630-0536,310 630-0536
Morrison Express Corporation,ron_levy@morrisonexpress.com,(310) 322-8999 Ext 240,(310) 322-8999
Nippon Express NEC Logistics America,NECLA-BRO@nipponexpress-necl.us,(310) 604-6100,(310) 604-6100
NNR Global Logistics USA,,(310) 357-2155,(310) 357-2155
Norman Krieger,,(310) 668-5700,(310) 668-5700
OEC Group Los Angeles,,(562) 926-7186x 818,(562) 926-7183
OIA Global Inc ,patti.cordo@oiaglobal.com,(310) 834-2000,(310) 834-2000
Oceanland Service,,(626) 573-8429,(626) 573-8429
Pacific Century Customs Service,stephen@pccschb.com,310-670-1891,310-670-2831
Omega CHB International,,(310) 988-1280,(310) 988-1280
Packair Customs Brokers,sussan@packair.com,(310) 337-9993,(310) 337-9993
OEC Logistics,,(562) 926-7186,(562) 926-7186
Parisi Services,,(310) 410-2675,(310) 410-2675
PCC Logistics,,(510) 346-6100,(510) 346-6100
PFC International,ron@pfcintlinc.com,(310) 568-8668,(310) 568-8668
Pegasus Shipping,,(818) 844-3510,(818) 844-3510
Nissin International Transport USA,ahong@nitusa.com,(310) 222-8580,(310) 222-8580
Premiere Customs Brokers,,(310) 410-6825,(310) 410-6825
Phillip Thompson Customs Brokers,,(310) 410-0307,(310) 410-0307
"Phoenix Customhouse Broker, Inc.",,(626) 448-0808,(626) 448-9928
Port of Los Angeles,,(310) 732-3840,(310) 732-3840
Port Brokers,clu@portgroupusa.com,(310) 670-4495,(310) 670-8454
RAR Logistics Company,,(310) 507-0610,(310) 507-0610
Price Transfer,,(310) 420-0497,(310) 420-0497
R Ige & Company,,(310) 978-9901,(310) 978-9901
Richard G Fleischer CB,rgf@fleischer-chb.com,(310) 671-6402,(310) 671-6402
Roanoke Insurance Group,patrice.lafayette@roanokeinsurancegroup.com,800-421-9324,562-256-1914
Roberts & Kehagiaras,cwr@tradeandcargo.com,"(310) 642-9800, 7002",(310) 868-2323
Ranko Balog Company,,(310) 645-0816,(310) 645-0816
Rock-It Cargo Imports,,(310) 216-6254,(310) 216-6254
Priority Import Export Services,info@priorityimport.com,(310) 642-1082,(310) 642-1082
Rodolfo Corral,,(310) 216-6227,(310) 216-6227
Russell A Farrow US,nancy.cheung@farrow.com,(310) 725-0055,(310) 725-0044
Rod International,imports@rodintl.net,(562) 622-0715,(562) 622-0715
Seishou Customs Brokerage,JOE@SEISHOUWORLDWIDE.COM,(424) 263-4981,(424) 263-4783
S&H Customs Broker,,(310) 337-1222,(562) 474-8875
Seven Seas Shipping USA,hansel@sssusainc.com,714-660 2000,866-716 4921
Savino Del Bene USA Inc,,(310) 671-9969,(310) 671-9969
Speedline System,,(310) 518-7363,(310) 518-7363
Senator International Freight Forwarding,Novak.Sapina@lax.senator-international.com,(310) 518-7380,(310) 518-7380
Soo Hoo Customs Brokers,,(213) 680-0083,(213) 680-0083
Shahrokh Kianpour CHB,,(310) 410-1052,(310) 410-1052
Shipco Transport,,(562) 295-2900,(562) 295-2900
"Stein, Shostak, Shostak, Pollack & O'Hara",,(213) 630-8888,(213) 630-8888
Swift Freight USA,,(562) 926-0509,(562) 926-0509
Success System Services,,(626) 288-7987,(626) 288-7987
Trans Pacific Logistics,dorian@tplusa.com,(310) 680-7140,(310) 680-7140
Team Handling Services,ths@teamhandlingservices.com,(310) 615-0267,(310) 615-0267
TKK Custom Brokers,VIVIAN@TKKCUSTOMBROKERS.COM,(310) 670-8600,(310) 670-8600
T-Link Logistics,lsong@tlinklogistics.com,9098605600,8888518287
Transcon Shipping Company,LAX@TransconShipping.com,(310) 216-2188,(310) 216-2180
T Customs Brokers,,(310) 645-9902,(310) 645-9902
Triumph Link USA,,(310) 400-3863,(310) 400-3863
Transworld CHB,transworldchb@gmail.com,(626) 281-3638,(626) 281-3638
TRK Customs Service,,9093480040,9093480040
Vandegrift Forwarding Company,,(562) 624-3000,(562) 624-3000
Universal Cargo,raymond@universalcargo.com,(310) 216-4024,(310) 216-4024
Vanguard Logistics Services USA,,(310) 847-3000,(310) 847-3000
Western Overseas Corporation,,(562) 252-8600,(562) 252-8600
UPS Supply Chain Solutions,carol.crawford@ups.com,(310) 404-2764,(310) 630-6080
UTC Overseas,,(310) 642-0551,(310) 642-0551
United Customhouse Brokers,,(310) 988-7000,(310) 988-7000
WHL Customs Broker Services,steven@whlchb.com,(310) 670-8339,(310) 670-8339
WTS Customs Brokerage Company,,(310) 337-2813,(310) 337-2813
Williams Clarke Company,contact@WILLIAMSCLARKE.COM,(310) 834-6458,(310) 834-6458
World Customs Brokerage,penriquez@worldcustomsbrokerage.com,(310) 988-1515,(310) 988-1515
XPO GF America,,(310) 233-8043,(310) 233-8043
Yusen Logistics Americas,,(310) 782-0095,(310) 782-0095
World Exchange,info@worldexchangechb.com,(310) 670-5800,(310) 670-5800
company_name,email,phone_number,fax_number
A&A Action Customs Brokerage,cverduzco@aaacb.net,(310) 625-0751,(310) 370-2327
Alba Wheels Up International,,(310) 410-8030,(310) 410-8030
Agiloc International,,(415) 468-7108,(415) 468-7108
AG Customs Brokerage,,(650) 589-4090,(650) 589-4090
Airport Customs Service,,(310) 410-0717,(310) 410-0717
Air Tiger Express USA,,(626) 363-0368,(626) 363-0368
Advance Customs Brokers & Consulting,,(786) 476-0700,(786) 476-0700
Agility Logistics,,(310) 507-6700,(310) 507-6700
Albatrans,m.varela@albatrans.com,(323) 757-6070,(323) 757-6070
American Commercial Transport,,(310) 352-6402,(310) 352-6402
AMH Customs Consultants,,(949) 644-8000,(949) 644-8000
American Shipping Company,,(562) 435-2327,(562) 435-2327
American Lamprecht Transport,k.adler@lamprechtusa.com,(310) 645-4736,(310) 645-4736
American Cargo Care,,(310) 844-7869,(310) 844-7869
Alliance International,,(562) 240-2200,(562) 240-2200
AN Deringer,jtroisi@anderinger.com,(310) 885-9777,(310) 885-9777
AO Freight Corporation,,(310) 419-8833,(310) 419-8833
Aqua Air Enterprises,,(310) 215-0032,(310) 215-0032
Aquavian Freight,bruce@aquavian.net,(310) 645-5656,(310) 645-5576
"ARC Air Logistics, Inc.",,(310) 549-3778,(310) 549-3778
Averitt Express,bramia@averittexpress.com,(901) 355-4787,(901) 355-4787
"Benjamin L. England & Associates, LLC",contact@englandlawgroup.com,4102202800,443-583-1464
Aries Global Logistics,,(310) 341-2837,(310) 341-2837
Artemus Transportation Solutions,information@artemus.us,(757) 201-6811,(757) 201-6811
Avalon Risk Management,alanouette@avalonrisk.com,(310) 337-7050,(310) 337-7050
Best Customs Service,info@bestcustomsservice.com,310-419-8792,310-419-8774
BGI Worldwide Logistics Inc.,info@bgiworldwide.com,(562) 597-5671,(562) 597-5671
Binex Line Corporation,,(310) 567-1403,(310) 567-1403
Bruzzone Shipping,,(310) 216-7546,(310) 216-7546
C&R Customs Brokers,candrchb@gmail.com,(310) 410-0610,(310) 410-9756
C-Air International,eric@cairla.com,(310) 695-3400,(310) 641-0398
Cars USA Shipping,,(310) 695-6403,(310) 695-6403
Cal Cartage Customs Exam Station LLC,britni.grivetti@calcartage.com,310-518-3033,310-518-3032
Carmichael International Service,danielm@carmnet.com,(213) 353-0800,(213) 353-0800
Cavalier International Air Freight,,(310) 680-2013,(310) 680-5544
CBT International,TC@CBTINT.COM,(562) 983-7211,(562) 983-7215
CH Powell Company,jfpeterson@chpowell.com,(310) 900-0300,(310) 900-0307
CH Robinson International,oscar.palacios@chrobinson.com,(310) 515-7755,(310) 515-7755
Charles M Schayer & Company,langeles@schayer.com,(310) 641-3060,(310) 641-5134
City National Bank,,(213) 673-8712,(213) 673-8712
Clearfreight,sophiako@clearfreight.com,(310) 726-0400 x1139,(310) 726-0420
CSL Customs Express,info@cslexp.com,(310) 436-1368,(310) 436-1370
Coppersmith,,(310) 607-8000,(310) 607-8000
Custom Air Trucking,,(310) 241-6700,(310) 241-6700
CTSI Logistics,,3103200818,3103200818
D&A Customs Services,,(310) 965-0010,(310) 965-0010
Customs Clearance International,,(310) 322-3228,(310) 322-3228
Customs Confidential,,(310) 462-0629,(424) 266-9016
DGX - Dependable Global Express,gloria.serrano@dgxglobal.com,(310) 669-8888x1134,(310) 669-8888x1134
Dimerco Customs Brokerage Services Company,,(310) 606-8911,(310) 606-8911
DSV Air & Sea,phoenix.cole@us.dsv.com,(310) 414-1516,(310) 414-1516
DLS Worldwide,dloza@dls-ww.com,(909) 256-4325,(909) 256-4325
DK Express,kathyh@dkexpressinc.com,(310) 618-3700,(310) 618-3700
East-West Associates,peterw@2eastwest.com,(714) 690-3700,(714) 690-3701
Earth Customs,vanessa.palmer@earth-services.com,(310) 6642-6950,(310) 645-4595
ECX Global,,(310) 338-0050,(310) 338-0050
E.C. Ferrer CHB,ecferrer@ecferrer.com,(562) 422-6492,(562) 422-6492
Duncan & Son Lines,,5625055581,5625055581
Emo Trans Los Angeles,,(310) 641-8684,(310) 641-8684
Embassy Freight USA,imports@embassyfreightusa.com,(310) 417-4909,(310) 417-4918
Elm Customs Brokerage,estie@elmcustomsservice.com,(310) 618-6868,(310) 618-6886
Empire Worldwide Logistics,kquartarolo@empirewwl.com,310.364.5204,310.364.5201
ENJ International,jbyun@enjinternational.com,(714) 309-8134,562-926-7352
EWI,,(310) 417-9141,(310) 417-9141
Expeditors International Of Washington,steven.pasienski@expeditors.com,(310) 343-6200,(310) 343-6200
Express Customs Service,,(310) 377-7114,(310) 377-7114
FCL Logistics,,(800) 455-7420,(310) 223-3450
FDA Specialist,,(562) 882-4981,(562) 882-4981
Flegenheimer International,rflegenheimer@flegenheimer.com,310-322-4366,310-322-5206
"Gene Mack, US Customs Broker",,(714) 447-0371,(714) 447-0371
Gene Y Taguchi,gene@gtchb.com,(310) 928-1570,(310) 928-1570
Frontier Logistics Services,joon.rhee@frontier-logistics.com,(310) 604-8208,(310) 604-8208
Fujitrans USA,lynn@fujitransusa.com,(310) 830-5151,(310) 830-1078
Global Pest Management,info@gpm-inc.com,(562) 997-9270,(562) 997-9280
Global Fairways LLC,,310-532-9900,310-532-9902
Global Trade Logistics,,(650) 245-4230,(650) 245-4230
Green Worldwide Shipping LLC,info@greenworldwide.com,310-988-1550,310-988-1551
HDS Freight Services of California,jtencza@hdsfreight.com,(970) 884-0885,970-884-4125
Hankyu Hanshin Express USA,n.harasaki@us.hh-express.com,(310) 884-3700,(310) 884-3777
"Greitzer Brokers, Inc.",gbi@greitzerbrokers.com,(619) 661-6010,(619) 661-6016
"Hahn International, Inc",victor.hahn@hahnintl.com,3102166691,(310) 216-1681
